<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197368,5,,Flat,2100,"OPN HCP","ORORA KIWI PACKAGING KIWIFRUIT CUP",40000.00,14:37:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Heavy",11,"Fine",288185,5,9,"Adriatic Pearl","7","m",53.00,3,2.17.38,0.38.39,4.00," 1 1/2 LEN","Jim Pender","Tauranga",6.40,1.90,4000.00,"Trudy Thornton",53.00,0.00,80,0,0,"Approved Plates, Lugging Bit, Side Winkers",226925,"ZED (NZ) 2002",213009,"TUDOR MOON (NZ) 1999",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197368,5,,Flat,2100,"OPN HCP","ORORA KIWI PACKAGING KIWIFRUIT CUP",40000.00,14:37:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Heavy",11,"Fine",281539,6,1,"Banbury Lad","7","g",53.00,8,2.18.85,0.39.94,13.40," ","Rudy Liefting","Pukekohe Park",15.00,0.00,0.00,"Tony Allan",53.00,0.00,76,0,0,"Approved Plates, Lugging Bit, Nose Band",193095,"WOODBURY LAD (USA) 1993",217748,"DOUCE (NZ) 2000",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197368,5,,Flat,2100,"OPN HCP","ORORA KIWI PACKAGING KIWIFRUIT CUP",40000.00,14:37:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Heavy",11,"Fine",291345,7,5,"Joe Cargo","6","g",53.00,6,2.18.45,0.39.86,10.70," ","Phillip Stevens","Matamata",14.80,0.00,0.00,"Cameron Lammas",53.50,-0.50,74,0,0,"Approved Plates, Lugging Bit, Blinkers",271567,"AUTHORIZED (IRE) 2004",286921,"RIALTO BRIDGE (GB) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197368,5,,Flat,2100,"OPN HCP","ORORA KIWI PACKAGING KIWIFRUIT CUP",40000.00,14:37:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Heavy",11,"Fine",295251,8,7,"El Luchador","6","g",53.00,1,2.16.73,0.38.03,," 1/2 LEN","Mark Brooks","Cambridge",18.60,4.50,25000.00,"Michael Coleman",53.00,0.00,71,0,0,"Approved Plates, Hoof Pads (Front), Standard Bit, Side Winkers",247999,"EL HERMANO (NZ) 2005",233695,"ENTWINE (AUS) 2003",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197368,5,,Flat,2100,"OPN HCP","ORORA KIWI PACKAGING KIWIFRUIT CUP",40000.00,14:37:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Heavy",11,"Fine",300556,9,2,"Hard To Be Humble","6","m",53.00,9,2.20.10,0.41.19,21.70," ","Janelle Millar","New Plymouth",15.20,0.00,0.00,"Masa Tanaka",53.00,0.00,69,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Barrier Blanket",242640,"ROC DE CAMBES (NZ) 2004",228316,"ALMUTA WAWHO (NZ) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",322904,1,11,"Rene","4","g",60.00,7,1.30.28,0.38.86,6.90," ","Andrew Campbell","Cambridge",8.40,0.00,0.00,"Troy Harris",60.00,0.00,65,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie on",248656,"TAVISTOCK (NZ) 2005",216768,"PINK OPAL (AUS) 1998",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",319822,2,9,"Trudeau","4","g",59.50,6,1.30.11,0.38.75,5.80," ","Murray Baker & Andrew Forsman","Cambridge",5.80,0.00,0.00,"Matthew Cameron",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",211629,"PINS (AUS) 1996",265065,"PARIS CARVER (NZ) 2008",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",327512,3,8,"Cossack Warrior","3","g",59.00,1,1.29.27,0.37.62,," NOSE","Catherine Cameron","Cambridge",6.50,2.40,14060.00,"Jonathan Riddell",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit",287883,"SHAMOLINE WARRIOR (AUS) 2006",214729,"RUSH'N RED (NZ) 2000",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",311293,4,1,"No Loitering","5","g",58.50,2,1.29.28,0.37.75,0.10," 3/4 LEN","Iain Marks","Te Aroha",10.30,3.30,4500.00,"Darren Danis",55.50,3.00,62,0,0,"Approved Plates, Lugging Bit",232838,"NO EXCUSE NEEDED (GB) 1998",216255,"SCALLY WAG (NZ) 2000",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",306146,5,4,"Good Vibes","5","m",58.00,8,1.30.34,0.38.87,7.30," ","Peter & Jessica Brosnan","Matamata",12.40,0.00,0.00,"Tui Miles",54.00,4.00,65,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",218686,"ELECTRONIC ZONE (USA) 1994",195052,"SOUTHERN DAUGHTER (NZ) 1997",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",322885,6,3,"Loch Ness","4","m",58.00,9,1.30.79,0.38.88,10.30," ","Evan & J J Rayner","Wanganui",5.50,0.00,0.00,"Jasmine Fawcett",56.00,2.00,65,0,0,"Approved Plates, Lugging Bit",222919,"KEEPER (AUS) 1997",252374,"HARMONY (NZ) 2006",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",308764,7,10,"Outsider","5","g",57.50,10,1.30.98,0.39.32,11.60," ","Paul Mirabelli","Cambridge",50.00,0.00,0.00,"Shafiq Rusof",57.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Bandages",222919,"KEEPER (AUS) 1997",189396,"CHICLAYA (NZ) 1996",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",303748,8,7,"Tweedledee","5","g",56.50,5,1.29.57,0.38.08,2.00," 3 3/4 LEN","Lance O'Sullivan & Andrew Scott","Matamata",23.50,0.00,565.00,"Cameron Lammas",56.50,0.00,58,0,0,"Approved Plates, Lugging Bit, Tongue Tie",226925,"ZED (NZ) 2002",252094,"SANSTAR (NZ) 2006",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",290109,9,6,"Its A Kinda Magic","6","m",55.50,11,1.31.01,0.39.11,11.80," ","Peter & Jessica Brosnan","Matamata",13.20,0.00,0.00,"Andrew Calder",55.50,0.00,60,0,0,"Approved Plates, Lugging Bit",277655,"TIGER PRAWN (SAF) 2002",228705,"DAHLING (NZ) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",337053,11,12,"Raspberry Sweet","5","m",55.00,4,1.29.57,0.37.89,1.90," NOSE","Graham Richardson & Gavin Parker","Matamata",13.30,0.00,1125.00,"Trudy Thornton",55.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",225945,"HUCKLEBERRY FINN (AUS) 2001",255314,"CANZANO (AUS) 1999",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",322446,12,5,"Falkirk Lass","4","m",54.50,3,1.29.41,0.37.37,0.90," 1 LEN","Jim Pender","Tauranga",6.50,2.20,2250.00,"Kate Cowan",51.50,3.00,58,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",215366,"FALKIRK (NZ) 2000",276350,"FAIRY FINGERS (NZ) 2009",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197372,6,,Flat,1400,"Rating 65 Benchmark*","RHYS MISCHEFSKI, BAYLEYS PREMIER",22500.00,15:12:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Heavy",11,"Fine",322422,14,2,"I'ma Shygirl","4","m",54.00,12,1.31.58,0.39.79,15.60," ","Jim Pender","Tauranga",52.10,0.00,0.00,"Ryan Elliot",53.00,1.00,55,0,0,"Approved Plates, Lugging Bit, Side Winkers",278342,"THEWAYYOUARE (USA) 2005",252325,"STALACTITE (NZ) 2006",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",314668,1,5,"Underthemoonlight","6","m",57.00,5,1.29.03,0.37.31,2.10," 5 1/4 LEN","Karyn McQuade","Matamata",3.80,0.00,1250.00,"Cameron Lammas",57.00,0.00,103,0,0,"Approved Plates, Lugging Bit, Blinkers, Cheek Burrs, Tongue Tie",247999,"EL HERMANO (NZ) 2005",220893,"MIDNIGHT DIP (NZ) 2001",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",303863,2,1,"Tomelilla","5","m",57.00,3,1.28.95,0.37.39,1.60," NOSE","Murray Baker & Andrew Forsman","Cambridge",6.80,0.00,5000.00,"Troy Harris",57.00,0.00,97,0,0,"Approved Plates, Lugging Bit",248656,"TAVISTOCK (NZ) 2005",245399,"PURNIMA (AUS) 2005",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",312350,3,2,"New York Minute","5","m",57.00,1,1.28.68,0.37.27,," 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",2.70,1.90,31250.00,"Lisa Allpress",57.00,0.00,92,0,0,"Bar Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",260283,"ZENNO QUEEN (NZ) 2007",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",317134,4,7,"Deals In Heels","4","m",57.00,2,1.28.83,0.37.35,0.80," 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",6.00,2.60,10000.00,"Matthew Cameron",57.00,0.00,90,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",222293,"FASCINATOR (NZ) 2001",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",312627,5,6,"Art Deco","5","m",57.00,4,1.28.96,0.37.32,1.70," LONG NECK","Allan Sharrock","New Plymouth",6.10,0.00,2500.00,"Johnathan Parkes",57.00,0.00,89,0,0,"Approved Plates, Lugging Bit, Blinkers on",278260,"ROAD TO ROCK (AUS) 2004",242147,"SOMETHING SPECIAL (AUS) 1993",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",271762,6,4,"Rich Billie Marsh","8","m",57.00,7,1.32.15,0.40.82,22.90," ","Bill Pomare","Rotorua",21.20,0.00,0.00,"Shafiq Rusof",57.00,0.00,78,0,0,"Approved Plates, Lugging Bit, Tongue Tie",205360,"VIKING RULER (AUS) 1998",181497,"FLYING FREE (NZ) 1995",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",196029,7,Listed Race,Flat,1400,"WFA F&M","WOBURN FARM TAURANGA CLASSIC",50000.00,15:47:00,"Y",,"Unrestricted","Open","f&m","wfa","Heavy",11,"Fine",306295,7,3,"Odisha","5","m",57.00,6,1.29.82,0.37.90,7.40," ","Nigel Tiley","Pukekohe",27.40,0.00,0.00,"Samantha Collett",57.00,0.00,72,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",251001,"CYCLONIC (AUS) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",304945,1,4,"Kensington","5","g",59.50,11,1.31.01,0.40.14,9.80," ","Emma-Lee & David Browne","Cambridge",14.00,0.00,0.00,"Jonathan Riddell",59.50,0.00,74,0,0,"Approved Plates, Concussion Plates (Front), Lugging Bit, Blinkers, Nasal Strip, Shadow Roll, Tongue Tie",242513,"GUILLOTINE (NZ) 2004",257483,"PORTOBELLO ROAD (NZ) 2007",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",303348,2,2,"No Need","5","g",58.50,12,1.31.27,0.40.72,11.60," ","Lee Somervell","Hastings",5.70,0.00,0.00,"Matthew Cameron",58.50,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",232838,"NO EXCUSE NEEDED (GB) 1998",245212,"SHEZA GAMBLE (NZ) 2005",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",280971,3,5,"Blackjack Man","8","g",58.00,8,1.30.53,0.39.52,6.60," ","Scott Wenn","Te Aroha",14.40,0.00,0.00,"Troy Harris",58.00,0.00,71,0,0,"Approved Plates, Lugging Bit, Blinkers",263679,"PATAPAN (USA) 2002",221158,"SKETCH (NZ) 2001",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",303811,5,10,"Trueman","5","g",57.50,5,1.30.08,0.39.50,3.80," 3/4 LEN","Ken & Bev Kelso","Matamata",15.50,0.00,625.00,"Johnathan Parkes",57.50,0.00,70,0,0,"Approved Plates, Lugging Bit",222919,"KEEPER (AUS) 1997",250621,"PLAY ME (GB) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",294505,6,13,"Banrock","6","g",57.00,10,1.30.62,0.39.31,7.30," ","Shaun & Emma Clotworthy","Byerley Park",28.70,0.00,0.00,"Kate Cowan",54.00,3.00,69,0,0,"Approved Plates, Lugging Bit",270284,"SIR PERCY (GB) 2003",215569,"WEE TIPPLE (NZ) 2000",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",272231,7,8,"Bransome","8","g",56.50,4,1.29.97,0.38.64,3.30," 1/2 LEN","Frank Neill","Te Awamutu",10.20,0.00,1250.00,"Amber Sims",53.50,3.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers",244452,"HANDSOME RANSOM (AUS) 2000",227190,"DAME SINGA (NZ) 2002",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",303837,8,6,"Imblaze","5","m",56.00,6,1.30.22,0.39.38,4.60," ","Janenne Dalley","Cambridge",4.70,0.00,0.00,"Tegan Newman",53.00,3.00,71,0,0,"Approved Plates, Concussion Plates (Front), Lugging Bit",276923,"BATTLE PAINT (USA) 2004",233155,"PURE TIMING (NZ) 2003",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",305798,9,9,"Pasabahce","5","m",56.00,2,1.29.78,0.38.89,2.30," 3/4 LEN","Team Rogerson","Tuhikaramea",22.40,5.70,5000.00,"Ryan Elliot",55.00,1.00,71,0,0,"Approved Plates, Lugging Bit, Tongue Tie",287450,"SHOCKING (AUS) 2005",249511,"TINKERBABU (AUS) 2005",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",324706,10,1,"Direct Capital","4","g",56.00,9,1.30.56,0.40.02,6.90," ","Karen Nicholson","Te Awamutu",7.50,0.00,0.00,"Michael Coleman",56.00,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers",222919,"KEEPER (AUS) 1997",213646,"WAITUI PEARL (NZ) 2000",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",321827,11,14,"Impulsive Habit","4","g",56.00,13,1.32.70,0.42.28,21.10," ","Lee Somervell","Hastings",10.00,0.00,0.00,"Trudy Thornton",56.00,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band, Tongue Tie",300392,"ECHOES OF HEAVEN (AUS) 2007",202167,"SPECIAL HABIT (NZ) 1998",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",322495,12,3,"Irish Mist","4","g",56.00,1,1.29.45,0.38.59,," 2 1/4 LEN","M, M F & M L Rogers","Pukekohe Park",11.40,3.30,15625.00,"Andrew Calder",56.00,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",242513,"GUILLOTINE (NZ) 2004",202913,"ICE CAP (NZ) 1998",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",272508,13,12,"Seconds Out","8","g",56.00,7,1.30.44,0.38.42,6.00," ","Iain Marks","Te Aroha",37.80,0.00,0.00,"Darren Danis",53.00,3.00,67,0,0,"Approved Plates, Hoof Pads (Front) on, Lugging Bit, Blinkers on",255433,"PERFECTLY READY (AUS) 2002",200302,"HURRICANE LIL (NZ) 1998",
46646,2018-06-23,2,"Tauranga","Premier 2","Race","Racing Tauranga","RACING TAURANGA 23 JUN","Heavy",11,"Fine","True | Raining | 11mm Rain Overnight",197371,8,,Flat,1400,"Rating 75 Benchmark","GPS-it PRECISION LAND MAPPING PREMIER",25000.00,16:22:00,"N",54.00,"Unrestricted","Rating 75","unrestricted","hcp","Heavy",11,"Fine",363312,14,11,"Sound Works (AUS)","5","m",54.00,3,1.29.93,0.38.88,3.10," HEAD","Michael Moroney & Pam Gerard","Matamata",14.10,4.50,2500.00,"Shaun McKay",54.00,0.00,67,0,0,"Approved Plates, Lugging Bit, Tongue Tie",238766,"NOT A SINGLE DOUBT (AUS) 2001",363313,"ABU ZAYAN (GB) 2004",
