<-- Copyright Notice: (c) 2016 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",223012,1,2,"Ocean Storm","4","g",57.00,1,2.08.85,,," 1/2 LEN","James Taylor","Awapuni",,,3125.00,"Laura Cheshire",56.00,1.00,59,0,0,"",209726,"ISTIDAAD (USA) 1992",184220,"OUT ON BAIL (NZ) 1995",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",217096,2,8,"Platinum","5","g",57.00,3,,,7.50," 1/2 HEAD","Jim Campin & Mark Fraser-Campin","Cambridge",,,500.00,"Lee Callaway",54.00,3.00,56,0,0,"",131731,"DEPUTY GOVERNOR (USA) 1984",172313,"EMERALD (NZ) 1993",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",215242,4,4,"Astatine","5","g",57.00,8,,,22.60," ","Richard Cooper","Taupo",,,0.00,"Chris Carmine",56.00,1.00,50,0,0,"",158475,"HUNZA COURT (NZ) 1991",150204,"CERTAINE (NZ) 1990",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",210861,5,10,"Starbuzz","6","g",57.00,9,,,25.90," ","Janna Pettit","Woodville",,,0.00,"Lisa Allpress",57.00,0.00,50,0,0,"",132289,"KYOEI BLOSSOM (NZ) 1989",138842,"SUGAR BEE (NZ) 1989",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",229844,6,3,"Dan The Singa","3","g",56.00,4,,,7.60," LONG HEAD","Gary Vile","Awapuni",,,250.00,"David Walker",56.00,0.00,50,0,0,"",185908,"DANASINGA (AUS) 1991",189126,"MON ESPOIR (NZ) 1996",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",226640,7,1,"Lost Inheritance","3","g",56.00,5,,,7.80," LEN","Heather Weller","Foxton",,,125.00,"Bruce Herd",56.00,0.00,50,0,0,"",218583,"DESERT FOX (GB) 1995",190231,"COUSIN ANN (NZ) 1996",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",214204,8,7,"Club Med Lass","5","m",55.50,6,,,8.80," ","Terry & Scott Wenn","Te Aroha",,,0.00,"Michelle Wenn",55.50,0.00,58,0,0,"",162289,"VOLKSRAAD (GB) 1988",171097,"INSISTANT (NZ) 1993",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",227323,9,5,"Love Explodes (AUS)","4","m",55.50,10,,,27.20," ","Mike Moroney & Andrew Scott","Matamata",,,0.00,"Leith Innes",55.50,0.00,52,0,0,"",193789,"SPECTRUM (IRE) 1992",178184,"CUPID STAR (NZ) 1994",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",218026,10,9,"Omission","5","m",55.50,2,,,0.50," 7 LEN","Maurice Beatson","Woodville",,,1000.00,"Lisa Cropp",55.50,0.00,50,0,0,"",74120,"OMNICORP (NZ) 1984",116348,"SIMBIRINA (NZ) 1988",
33371,2006-01-19,4,"Hastings","Other","Race","Hawke's Bay Racing Inc.","HAWKE'S BAY RI 19 JAN","Good",0,"Showery","Out 3 Metres",133248,1,,Flat,2000,"MDN","MONTROSE 2000",5000.00,12:15:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",0,"Showery",221412,11,6,"Pensada","4","m",55.50,7,,,9.80," ","Regan Donnison","Matamata",,,0.00,"Thomas Russell",55.50,0.00,50,0,0,"",193564,"PENTIRE (GB) 1992",163222,"GROVADA (NZ) 1992",
