<-- Copyright Notice: (c) 2016 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",207646,1,1,"Our Maestro","4","g",56.00,5,,,4.50," SHORT HEAD","Mark Todd","Rangiora",,,340.00,"Michael Coleman",56.00,0.00,0,0,0,"",143987,"PARIS OPERA (AUS) 1986",114515,"JUST FLO (NZ) 1988",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",204288,3,10,"Centenced","5","g",56.00,15,,,16.20," ","Gary Jenkins","Takanini",,,0.00,"Rhys McLeod",56.00,0.00,0,0,0,"",7032,"CENTAINE (AUS) 1980",155274,"TWENTY SHILLINGS (NZ) 1991",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",207252,4,6,"Legend Of Goku","4","g",56.00,13,,,9.20," ","M, M F & M L Rogers","Pukekohe Park",,,0.00,"Trudy Thornton",56.00,0.00,0,0,0,"",100943,"LORD WAVERLEY (NZ) 1981",36183,"SEA BATTLE (NZ) 1984",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",208124,5,12,"Brother John","4","g",56.00,10,,,7.70," ","Gerry Peters","Pukekohe",,,0.00,"Rogan Norvall",56.00,0.00,0,0,0,"",179921,"COLLEGE CHAPEL (GB) 1990",98894,"WAI GIRL (NZ) 1986",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",217685,6,2,"Cog Hill","3","g",55.00,1,1.23.34,,," 4 LEN","Richard Collett","Pukekohe Park",,,8595.00,"Peter Johnson",55.00,0.00,0,0,0,"",39480,"STAR WAY (GB) 1977",149721,"REGAL FLIGHT (NZ) 1990",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",216260,7,5,"Mr O'Reilly","3","g",55.00,11,,,7.80," ","Toni Croon","Cambridge",,,0.00,"Lisa Allpress",55.00,0.00,0,0,0,"",172521,"O'REILLY (NZ) 1993",6999,"CELIA LEIGH (NZ) 1980",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",215715,8,8,"Whateveryousay","3","g",55.00,8,,,6.00," ","John Revell","Te Aroha",,,0.00,"Gemma Sliz",53.00,2.00,0,0,0,"",192596,"MELLIFONT (USA) 1994",176698,"MELTED ICE (NZ) 1994",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",217555,9,3,"Tonnere","3","g",55.00,7,,,5.20," ","Leon Casey","Cambridge",,,0.00,"Grant Cooksley",55.00,0.00,0,0,0,"",206076,"TALE OF THE CAT (USA) 1994",178240,"PAVAN (NZ) 1994",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",209416,10,15,"Astral Ace","4","m",54.50,4,,,4.40," SHORT HEAD","Denise Jeffcoat","Pukekohe Park",,,690.00,"Jason Waddell",54.50,0.00,0,0,0,"",173332,"DESERT SUN (GB) 1988",177185,"WHAM BANG (NZ) 1994",
539,2003-11-22,2,"Pukekohe Park","Premier","Race","Counties R.C.","COUNTIES RC 22 NOV","Good",0,"Overcast","True",3955,1,,Flat,1400,"MDN","TERRY RYAN TIMBER 1400",13750.00,12:00:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Good",0,"Overcast",202585,11,9,"Eloquent Dancer","5","m",54.50,6,,,4.60," ","Mark Brosnan","Matamata",,,0.00,"Eddie De Klerk",54.50,0.00,0,0,0,"",179785,"WALLENDA (USA) 1990",121505,"ELOQUENT LADY (NZ) 1986",
