<-- Copyright Notice: (c) 2016 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",212770,1,8,"Justa Babe (AUS)","4","m",56.00,12,,,11.50," ","Murray Baker","Cambridge",,,0.00,"Peter Johnson",,,0,0,0,"",187150,"FLYING SPUR (AUS) 1992",14735,"GIFT OF WINGS (AUS) 1981",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",207116,2,2,"Paulamaroof","4","m",56.00,6,,,7.00," ","Stu & Neil Dromgool","Cambridge",,,0.00,"Trudy Thornton",,,0,0,0,"",174818,"MAROOF (USA) 1990",148226,"PAULA (NZ) 1990",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",213605,3,7,"Zanadu","4","m",56.00,5,,,6.30," ","Jim Pender","Tauranga",,,125.00,"Cameron Lammas",55.00,1.00,0,0,0,"",190539,"HAAYIL (AUS) 1992",170414,"ZABRINA (NZ) 1993",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",211703,4,11,"Angel's Honour","4","m",56.00,11,,,9.20," ","Graeme Nicholson","Te Aroha",,,0.00,"Kelly Davidson",,,0,0,0,"",39811,"STRAIGHT STRIKE (USA) 1977",130890,"VICTORY LEAH (NZ) 1987",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",207635,5,16,"Melba","4","m",56.00,8,,,8.20," ","Colin Bishop","Te Rapa",,,0.00,"Rachel Mason",52.00,4.00,0,0,0,"",192596,"MELLIFONT (USA) 1994",154417,"WOODROW (NZ) 1991",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",217190,6,9,"Free Sea","3","f",54.50,13,,,16.10," ","Tim Ryan","Cambridge",,,0.00,"Lisa Allpress",,,0,0,0,"",206496,"RACER'S EDGE (AUS) 1991",178252,"KYTHERA (NZ) 1994",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",219077,8,5,"Vee Voom","3","f",54.50,7,,,7.10," ","Katrina Alexander","Waipukurau",,,0.00,"Jason Waddell",,,0,0,0,"",159452,"EXPLODING PROSPECT (USA) 1986",153056,"SILVER STAR (NZ) 1991",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",213529,9,18,"Bonneville","3","f",54.50,2,,,1.50," ","Carl & Lisa Gately","Cambridge",,,1000.00,"Lee Tiley",,,0,0,0,"",177142,"GOLD BROSE (AUS) 1990",179337,"KAAPSTAD GLAMOUR (NZ) 1994",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",215913,11,4,"Jetset Doll","3","f",54.50,9,,,8.60," ","Graham Thomas","Cambridge",,,0.00,"Mark Whiteman",52.50,2.00,0,0,0,"",172850,"JETBALL (AUS) 1990",179732,"DRESDEN (NZ) 1992",
531,2003-10-29,2,"Te Aroha","Other","Race","Racing Te Aroha","TEAR291003","Good",0,"Overcast","5 Metres",3868,1,,Flat,1200,"MDN F&M","LION FOUNDATION 1200",5000.00,12:15:00,"N",,"Unrestricted","Maiden","f&m","sw","Good",0,"Overcast",217402,13,13,"Centime","3","f",54.50,16,,,36.40," ","Stephen & Trevor McKee","Ardmore",,,0.00,"Patrick Holmes",54.00,0.50,0,0,0,"",7032,"CENTAINE (AUS) 1980",175525,"JUST LUCY (NZ) 1994",
