<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",326087,1,11,"Acre","5","g",58.50,3,1.44.35,0.40.08,3.10," 1 LEN","Graeme Cameron","Te Rapa",10.40,2.90,1000.00,"Troy Harris",58.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Nose Band",238708,"CAPTAIN RIO (GB) 1999",199891,"HELEN'S ROSE (NZ) 1996",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",324943,2,6,"Dalmar","4","g",58.50,4,1.44.53,0.40.47,4.10," 1/2 LEN","Simon Rees","Morrinsville",5.90,0.00,500.00,"Eilish McCall",54.50,4.00,51,0,0,"Approved Plates, Lugging Bit",302210,"DALGHAR (FR) 2006",247913,"DARB AND MARG (NZ) 2005",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",330380,3,2,"Banks Road","3","g",58.50,9,1.45.04,0.40.12,7.00," ","Mark Brosnan","Matamata",14.40,0.00,0.00,"Andrew Calder",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",226925,"ZED (NZ) 2002",215736,"HEATHER'S MAGIC (NZ) 2000",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",331642,4,12,"Hunua Hank","3","g",58.50,2,1.44.09,0.39.47,1.30," 1 3/4 LEN","Nigel Tiley","Pukekohe",5.30,1.80,2000.00,"Sam Spratt",58.50,0.00,50,0,0,"Approved Plates, Standard Bit",193564,"PENTIRE (GB) 1992",210165,"DEVANT (NZ) 1999",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",328325,5,4,"Stole the Show","3","g",58.50,6,1.44.81,0.40.41,5.60," ","Stephen Ralph","Te Awamutu",11.80,0.00,0.00,"Christopher Dell",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit",287687,"SHOWCASING (GB) 2007",232828,"KAURI CLIFFS (AUS) 2003",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",322164,7,13,"Burdocvelvetprince","4","g",58.50,11,1.45.30,0.40.62,8.60," ","Tony Gillies","Matamata",29.70,0.00,0.00,"Darren Danis",55.50,3.00,45,0,0,"Approved Plates, Lugging Bit",255435,"LUCKY UNICORN (AUS) 2002",206772,"DEEBEE JEAN (NZ) 1999",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",337788,8,5,"El Coolio","3","g",58.50,13,1.46.33,0.41.99,15.10," ","Nathan Hanley & Kylie Whiting","Tokoroa",26.50,0.00,0.00,"Lynsey Satherley",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",247999,"EL HERMANO (NZ) 2005",248488,"BROKER'S DREAM (NZ) 2005",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",338209,9,3,"Listenup","3","g",58.50,8,1.44.89,0.40.32,6.00," ","Jacob McKay","Matamata",10.40,0.00,0.00,"Jasmine Fawcett",56.50,2.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",266106,"HARD SPUN (USA) 2004",271356,"INSTRUCTIONS (AUS) 2009",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",336239,11,9,"Fly To The Moon","3","f",56.50,1,1.43.90,0.39.27,," 1 1/4 LEN","Michael Moroney & Pam Gerard","Matamata",4.90,2.00,6250.00,"Shafiq Rusof",56.50,0.00,51,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",280638,"FLY SILCA FLY (IRE) 2007",
46667,2018-07-25,2,"Matamata","Industry","Race","Matamata RC","MATAMATA RC 25 JUL","Heavy",10,"Overcast","Out 5m",197488,1,,Flat,1600,"MDN","BDO ROTORUA 1600",10000.00,12:35:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Heavy",10,"Overcast",330195,12,14,"Jolly Zam","3","f",56.50,5,1.44.62,0.40.48,4.60," 1 LEN","Lance O'Sullivan & Andrew Scott","Matamata",6.50,0.00,250.00,"Taiki Yanagida",52.50,4.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",287689,"MAKFI (GB) 2007",208342,"ZAMBRIA (NZ) 1999",
