<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",357358,1,4,"Don Draper","3","c",57.50,8,1.13.39,0.36.50,5.90," ","Stephen Marsh","Cambridge",5.50,0.00,0.00,"Opie Bosson",57.50,0.00,47,0,0,"Approved Plates, Lugging Bit, Barrier Blanket",287687,"SHOWCASING (GB) 2007",253191,"PRINCESS AMIDALA (NZ) 2006",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",353468,3,12,"Amusez Moi","3","c",57.50,2,1.12.97,0.36.76,3.50," 3/4 LEN","Nigel Tiley","Pukekohe",8.00,2.70,2000.00,"Michael Coleman",57.50,0.00,46,0,0,"Approved Plates, Lugging Bit",302210,"DALGHAR (FR) 2006",311230,"NEXT (GB) 2003",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",379701,4,10,"Lincoln Springs (AUS)","3","g",57.50,11,1.14.26,0.37.86,11.50," ","Nigel Tiley","Pukekohe",17.90,0.00,0.00,"Michael McNab",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",301393,"FOXWEDGE (AUS) 2008",379702,"FOUNTAIN JOY (AUS) 2003",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",362277,5,11,"Oneirology","3","g",57.50,6,1.13.30,0.36.21,5.30," ","Danny Walker","Byerley Park",37.50,0.00,0.00,"Donavan Mansour",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit",287450,"SHOCKING (AUS) 2005",220563,"DREAM LASS (NZ) 2001",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",353978,7,7,"Power's That Be","3","f",55.50,10,1.14.22,0.37.75,11.20," ","Michael Moroney & Pam Gerard","Matamata",22.20,0.00,0.00,"Cameron Lammas",55.50,0.00,50,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",313325,"POWER (GB) 2009",281268,"SADE (NZ) 2010",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",361395,8,9,"Megeve","3","f",55.50,1,1.12.42,0.36.72,," 3 1/2 LEN","Peter & Dawn Williams","Byerley Park",16.20,4.60,6250.00,"Ashvin Goindasamy",53.50,2.00,47,0,0,"Approved Plates, Lugging Bit",350474,"WANDJINA (AUS) 2011",230446,"VERCORS (NZ) 2002",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",365394,9,6,"O'Jessica (AUS)","3","f",55.50,7,1.13.35,0.36.94,5.60," ","Stephen McKee","Ardmore",7.00,0.00,0.00,"Sam Spratt",55.50,0.00,47,0,0,"Approved Plates, Lugging Bit",345678,"DEEP FIELD (AUS) 2010",253325,"SAN CRISTOBEL (NZ) 2006",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",367713,10,2,"Shotgun Sally (AUS)","3","f",55.50,5,1.13.22,0.36.50,4.90," LONG NECK","Chris Gibbs & Michelle Bradley","Ruakaka",6.90,0.00,250.00,"Matthew Cameron",55.50,0.00,47,0,0,"Approved Plates, Lugging Bit",344019,"SHOOTING TO WIN (AUS) 2011",367714,"FAST GAL (AUS) 2010",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",359928,12,5,"Rockin Robin","3","f",55.50,12,1.14.51,0.38.58,13.10," ","Lance O'Sullivan & Andrew Scott","Matamata",12.80,0.00,0.00,"Taiki Yanagida",53.50,2.00,46,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",287687,"SHOWCASING (GB) 2007",239893,"VOLIERA (AUS) 2004",
48492,2019-10-18,4,"Avondale","Industry","Race","Avondale JC","AVONDALE JC 18 OCT","Slow",9,"Cloudy","True | No Rain Last 24 Hrs | 78mm Rain Last 7 Days",203434,1,,Flat,1200,"MDN 3YO","TAB SPRING LOADED PROMOTION 1200",10000.00,11:55:00,"N",,"3yo","Maiden","unrestricted","sw","Slow",9,"Cloudy",359326,13,14,"Alagant Angel","3","f",55.50,13,1.14.84,0.38.35,15.20," ","Rudy Liefting","Pukekohe Park",52.60,0.00,0.00,"Chris Dell",55.50,0.00,45,0,0,"Approved Plates, Lugging Bit",248656,"TAVISTOCK (NZ) 2005",248640,"ALAGANT SATIN (NZ) 2005",
