<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",272938,1,6,"Mato Grosso","9","g",60.50,9,1.29.77,0.38.36,17.20," ","Louise Saunders","Pukekohe",54.00,0.00,0.00,"Cameron Lammas",60.50,0.00,83,0,0,"Approved Plates, Bar Plates (Front), Lugging Bit",238708,"CAPTAIN RIO (GB) 1999",228689,"VOLI COURT (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",300315,2,8,"Maid Of Steel","7","m",59.50,10,1.30.71,0.39.45,23.00," ","Tony Pike","Cambridge",29.00,0.00,0.00,"Ashvin Goindasamy",55.50,4.00,85,0,0,"Approved Plates, Lugging Bit, In Foal, Blinkers",242513,"GUILLOTINE (NZ) 2004",235140,"GOOD REFLECTIONS (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",297659,5,10,"Somethingvain","7","m",57.50,3,1.27.21,0.35.92,1.30," 3/4 LEN","M, M F & M L Rogers","Pukekohe Park",15.50,4.60,3000.00,"Darren Danis",54.50,3.00,81,0,0,"Approved Plates, Lugging Bit, Blinkers on, Barrier Blanket",215366,"FALKIRK (NZ) 2000",165995,"SATONDA (NZ) 1992",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",328551,6,9,"Padraig","4","g",56.00,8,1.28.48,0.36.97,9.10," ","Andrew Campbell","Cambridge",5.80,0.00,0.00,"Kate Cowan",53.00,3.00,74,0,0,"Approved Plates, Lugging Bit, Nasal Strip (1st time), Tongue Tie (1st time)",313325,"POWER (GB) 2009",210999,"DANE DANCER (AUS) 1999",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",363340,7,3,"Yorkshire Dales (IRE)","7","g",55.50,1,1.26.98,0.35.44,," 3/4 LEN","John Bell","Cambridge",5.80,1.90,18750.00,"Rosie Myers",55.50,0.00,73,0,0,"Approved Plates, Lugging Bit, Nose Band",363341,"VALE OF YORK (IRE) 2007",363344,"ROCK EXHIBITION (GB) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",338034,8,4,"Aligns With Me","4","g",55.00,4,1.27.35,0.35.56,2.10," LONG NECK","Brendon Hawtin","Te Awamutu",6.00,0.00,1500.00,"Lynsey Satherley",55.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Tongue Tie",216698,"ALIGN (AUS) 1996",260141,"CHAMPAGNE LADY (NZ) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",320393,9,5,"Justacanta","5","g",55.00,6,1.28.00,0.36.25,6.00," ","David Greene","Te Rapa",7.20,0.00,0.00,"Taiki Yanagida",52.50,2.50,72,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,"PER INCANTO (USA) 2004",202343,"JUST CASUAL (NZ) 1998",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",334119,10,2,"Swisswatch","4","g",55.00,2,1.27.11,0.35.53,0.80," 1/2 LEN","Shaune Ritchie","Cambridge",4.40,1.70,6000.00,"Samantha Collett",55.00,0.00,72,0,0,"Approved Plates, Lugging Bit, Blinkers",285139,"SWISS ACE (AUS) 2004",277811,"DEUTSCHE (AUS) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",325300,11,1,"The Kipling Girl (AUS)","6","m",54.00,5,1.27.42,0.35.55,2.50," 3 1/2 LEN","Scott Wenn","Te Aroha",14.00,0.00,750.00,"Bridget Grylls",54.00,0.00,73,0,0,"Approved Plates, Lugging Bit, Blinkers, Shadow Roll",244646,"HIGH CHAPARRAL (IRE) 1999",325301,"MRS KIPLING (AUS) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199670,4,,Flat,1400,"Rating 82 Benchmark","FASTTRACK INSURANCE 1400",30000.00,13:59:00,"N",54.00,"Unrestricted","Rating 82","unrestricted","hcp","Slow",7,"Showery",323940,12,7,"Neeson","5","g",54.00,7,1.28.15,0.36.59,7.00," ","Stephen McKee","Ardmore",7.90,0.00,0.00,"Sam Spratt",54.00,0.00,69,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Barrier Blanket",172521,"O'REILLY (NZ) 1993",241216,"IRISH COLLEEN (NZ) 2004",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",325839,1,7,"Volpe Veloce (AUS)","5","m",57.00,2,1.26.96,0.35.88,0.10," 1 LEN","Graham Richardson & Gavin Parker","Matamata",2.70,1.50,19000.00,"Michael Coleman",57.00,0.00,101,0,0,"Approved Plates, Lugging Bit, Barrier Blanket",301393,"FOXWEDGE (AUS) 2008",325840,"BARDEGO (AUS) 1999",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",318046,2,9,"Nicoletta","5","m",57.00,4,1.27.66,0.36.74,4.60," 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",4.90,0.00,4750.00,"Matthew Cameron",57.00,0.00,100,0,0,"Approved Plates, Lugging Bit, Blinkers",238456,"SAVABEEL (AUS) 2001",262632,"CELTIC CROWN (USA) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",306017,4,10,"Sleeping Beauty","6","m",57.00,3,1.27.13,0.36.37,1.10," 3 1/2 LEN","Lance O'Sullivan & Andrew Scott","Matamata",4.50,1.70,9500.00,"Sam Spratt",57.00,0.00,95,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",187664,"KAILEY PRINCESS (AUS) 1992",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",317105,5,1,"Yearn","5","m",57.00,10,1.28.56,0.37.31,10.00," ","Karen Fursdon","Matamata",8.00,0.00,1000.00,"Shaun McKay",57.00,0.00,90,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",238456,"SAVABEEL (AUS) 2001",250539,"PRINCESS UNO (AUS) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",312268,6,3,"Bisou Bisou (AUS)","7","m",57.00,1,1.26.94,0.35.47,," SHORT HEAD","Nigel Tiley","Pukekohe",17.20,3.90,59375.00,"Andrew Calder",57.00,0.00,88,0,0,"Approved Plates, Lugging Bit",277788,"SHAFT (AUS) 2004",242312,"FRAISE (NZ) 2004",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",305902,7,4,"Your Way","6","m",57.00,8,1.28.24,0.36.75,8.10," ","Murray Baker & Andrew Forsman","Cambridge",23.40,0.00,1000.00,"Lynsey Satherley",57.00,0.00,86,0,0,"Approved Plates, Lugging Bit, In Foal",278342,"THEWAYYOUARE (USA) 2005",229066,"FIORENZA (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",315397,8,6,"Rockabyebaby","5","m",57.00,9,1.28.30,0.37.07,8.40," ","Chris Gibbs & Michelle Bradley","Ruakaka",16.70,0.00,1000.00,"Samantha Collett",57.00,0.00,82,0,0,"Approved Plates, Concussion Plates (Front), Lugging Bit, Blinkers",287683,"RIP VAN WINKLE (IRE) 2006",251252,"ROCKADUBAI (AUS) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",290455,10,5,"Lucyinrio","7","m",57.00,7,1.27.85,0.36.89,5.70," ","Kylie Little","Opaki",43.70,0.00,1000.00,"Bridget Grylls",57.00,0.00,79,0,0,"Approved Plates, Standard Bit, Served, Side Winkers, Nasal Strip",238708,"CAPTAIN RIO (GB) 1999",172941,"FOREVER TANGO (NZ) 1993",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",319824,11,2,"Save The Date","5","m",57.00,5,1.27.78,0.36.54,5.40," SHORT NECK","Lance Noble","Karaka",15.60,0.00,2375.00,"Leith Innes",57.00,0.00,79,0,0,"Approved Plates, Lugging Bit, Served",238456,"SAVABEEL (AUS) 2001",235057,"MORE TO LOVE (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199080,5,Group 2,Flat,1400,"WFA F&M","DUNSTAN FEEDS AUCKLAND THOROUGHBRED BREEDERS' STAKES",100000.00,14:30:00,"Y",,"Unrestricted","Open","f&m","wfa","Slow",7,"Showery",350960,12,8,"Goboniego","4","m",57.00,6,1.27.83,0.36.48,5.60," ","Stephanie Tierney","Matamata",32.80,0.00,1000.00,"Cameron Lammas",57.00,0.00,68,0,0,"Approved Plates, Lugging Bit",247685,"EGO (NZ) 2005",260062,"BONAVIA (NZ) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",331973,2,16,"Sacred Day","4","g",60.00,2,1.26.98,0.35.54,2.50," 1 1/4 LEN","Tony Pike","Cambridge",8.90,3.20,6000.00,"Ryan Elliot",59.00,1.00,65,0,0,"Approved Plates, Lugging Bit, Nose Band (1st time)",269429,"AZAMOUR (IRE) 2001",300358,"TOP OF THE DAY (AUS) 2008",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",302147,3,3,"Kirkintilloch","6","g",59.50,10,1.29.47,0.38.20,18.80," ","Nigel Tiley","Pukekohe",16.70,0.00,0.00,"Matthew Cameron",59.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Blinkers",215366,"FALKIRK (NZ) 2000",233565,"DAMUSE (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",380800,4,4,"Acutus (AUS)","4","g",59.00,7,1.28.40,0.37.61,11.60," ","Jenny & Bob Vance","Ardmore Lodge",4.60,0.00,0.00,"Opie Bosson",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit",302352,"SEPOY (AUS) 2008",380801,"SENSE OF PRIDE (CAN) 2008",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",306209,6,8,"Next Up","6","g",58.50,11,1.29.67,0.37.94,20.10," ","Shelley Hale","Cambridge",26.20,0.00,0.00,"Grant Cooksley",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",199454,"SHINKO KING (IRE) 1991",179178,"REGELLE (NZ) 1994",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",325213,9,14,"I See Red","5","m",58.00,4,1.27.48,0.36.59,5.80," 3/4 LEN","Scott Wenn","Te Aroha",12.30,0.00,1500.00,"Kate Cowan",55.00,3.00,65,0,0,"Approved Plates, Lugging Bit",301937,"REDWOOD (GB) 2006",252324,"C'MON CUBA (NZ) 2006",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",326682,10,2,"Sistabeel (AUS)","4","m",57.50,14,1.30.27,0.39.22,24.00," ","Lance Noble","Karaka",6.30,0.00,0.00,"Leith Innes",57.50,0.00,64,0,0,"Approved Plates, Lugging Bit, Served",238456,"SAVABEEL (AUS) 2001",269652,"AMETSIS (AUS) 2008",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",332496,11,6,"Adis","5","m",57.00,5,1.27.60,0.36.34,6.60," 3/4 LEN","Ken & Bev Kelso & Mark Donoghue","Matamata",22.00,0.00,750.00,"Cameron Lammas",57.00,0.00,63,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",278104,"MASTERCRAFTSMAN (IRE) 2006",245793,"DE LA VERE (NZ) 2005",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",328189,12,12,"Le Sablier","4","m",57.00,1,1.26.64,0.35.19,," 2 1/2 LEN","Karen Fursdon","Matamata",7.50,2.80,18750.00,"Jasmine Fawcett",55.00,2.00,63,0,0,"Approved Plates, Lugging Bit",248656,"TAVISTOCK (NZ) 2005",207633,"PHILLIPA GLASS (NZ) 1999",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",334206,13,15,"Below Zero","4","m",56.50,8,1.29.05,0.38.41,16.00," ","Peter & Dawn Williams","Byerley Park",20.80,0.00,0.00,"Vinnie Colgan",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit",225552,"POSTPONED (USA) 1997",278182,"SUBGLACIAL (AUS) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",339440,15,5,"Musical Blues (AUS)","3","f",55.50,13,1.30.18,0.39.48,23.40," ","Lance O'Sullivan & Andrew Scott","Matamata",8.60,0.00,0.00,"Michael Coleman",55.50,0.00,63,0,0,"Approved Plates, Lugging Bit",287683,"RIP VAN WINKLE (IRE) 2006",265218,"IRISH BLUES (NZ) 2008",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",347278,16,13,"Kailani Sunset","3","f",55.00,9,1.29.28,0.38.80,17.50," ","Richard Yuill","Pukekohe Park",24.30,0.00,0.00,"Sam Spratt",55.00,0.00,62,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",257535,"KAHALA (NZ) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",319979,18,7,"Marissa","5","m",56.50,3,1.27.17,0.36.29,3.80," 2 LEN","Stephen Ralph","Te Awamutu",13.50,3.80,3000.00,"Andrew Calder",56.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Tongue Tie",248728,"FULLY FLEDGED (NZ) 2005",215702,"WOODEN MASQUE (NZ) 2000",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",338685,19,9,"Zappeur (AUS)","5","m",56.00,6,1.27.76,0.36.52,7.40," ","Stephen Marsh","Cambridge",30.10,0.00,0.00,"Samantha Collett",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",300974,"BENETEAU (AUS) 2007",338686,"ZANNGANA (IRE) 2000",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",333342,20,1,"Felix Faure","4","g",58.00,15,1.30.36,0.39.27,24.70," ","Jacob McKay","Matamata",47.00,0.00,0.00,"Shaun McKay",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",211629,"PINS (AUS) 1996",235104,"DAWNING (NZ) 2003",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199672,6,,Flat,1400,"Rating 65 Benchmark*","LONE STAR PUKEKOHE 1400",30000.00,15:07:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",7,"Showery",289567,21,10,"Courtmaster","7","g",55.00,12,1.29.99,0.39.55,22.20," ","Louise Saunders","Pukekohe",99.70,0.00,0.00,"Lynsey Satherley",55.00,0.00,55,0,0,"Approved Plates, Lugging Bit",278104,"MASTERCRAFTSMAN (IRE) 2006",228689,"VOLI COURT (NZ) 2002",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",306844,1,5,"Five To Midnight","6","g",60.00,8,2.18.30,0.37.51,13.30," ","Lisa Latta","Awapuni",9.20,0.00,0.00,"Leith Innes",60.00,0.00,101,0,0,"Approved Plates, Standard Bit, Blinkers",262409,"DOMESDAY (AUS) 2002",262459,"FASTNET LADY (AUS) 2007",
47385,2018-11-24,2,"Pukekohe Park","Premier 1","Race","Counties RC","COUNTIES RC 24 NOV","Slow",7,"Showery","True | 5mm Rain Overnight | Further Rain Forecast | Previously Dead 5",199081,7,Group 3,Flat,2100,"OPN HCP","SSANGYONG COUNTIES CUP",100000.00,15:41:00,"Y",53.00,"Unrestricted","Open","unrestricted","hcp","Slow",7,"Showery",290678,2,12,"Megablast","7","g",60.00,6,2.17.53,0.36.67,8.40," ","Nigel Tiley","Pukekohe",7.80,0.00,0.00,"Vinnie Colgan",60.00,0.00,101,0,0,"Approved Plates, Lugging Bit, Nasal Strip",199454,"SHINKO KING (IRE) 1991",188506,"THIRST (NZ) 1996",
