<-- Copyright Notice: (c) 2018 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",320910,1,6,"Tiny Tot","5","g",58.50,7,2.10.92,0.39.41,9.40," ","Colin Cromarty","Waverley",11.20,0.00,0.00,"Dylan Turner",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",259294,"THANO (ARG) 2002",204338,"LADY DANE (NZ) 1998",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",336827,2,3,"Grant","4","g",58.50,4,2.09.64,0.38.03,1.80," 2 3/4 LEN","Shaune Ritchie","Cambridge",16.10,0.00,500.00,"Rosie Myers",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",301937,"REDWOOD (GB) 2006",262563,"DAISY LOUISE (NZ) 2007",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",330410,3,7,"Komrad","4","g",58.50,6,2.10.58,0.39.69,7.40," ","Debbie Sweeney","Te Awamutu",45.00,0.00,0.00,"Christopher Dell",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",236729,"GORKY PARK (NZ) 2003",186964,"HI TIME (NZ) 1994",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",347816,4,5,"Capellani","3","g",57.00,1,2.09.33,0.38.08,," NECK","Team Rogerson","Tuhikaramea",3.00,1.30,6250.00,"Ryan Elliot",56.00,1.00,51,0,0,"Approved Plates, Lugging Bit",242640,"ROC DE CAMBES (NZ) 2004",267619,"CAVESTANI (NZ) 2008",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",329894,5,8,"Spectra","4","m",56.50,2,2.09.39,0.37.82,0.30," SHORT NECK","Murray Baker & Andrew Forsman","Cambridge",3.20,1.50,2000.00,"Shafiq Rusof",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",313564,"RELIABLE MAN (GB) 2008",250009,"CONSUMER (AUS) 2001",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",312521,6,1,"Black Anasta","6","m",56.50,3,2.09.44,0.38.47,0.50," 1 1/4 LEN","Paul Pascoe","Hawera",7.50,2.00,1000.00,"Johnathan Parkes",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",255433,"PERFECTLY READY (AUS) 2002",232940,"THE BOD (AUS) 2002",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",309663,7,4,"Blue Rata Anna","6","m",56.50,8,2.11.54,0.40.31,12.90," ","Trudy Keegan","Stratford",6.00,0.00,0.00,"Lisa Allpress",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band (1st time)",230462,"DARCI BRAHMA (NZ) 2002",257162,"BLUE RATA JEWEL (NZ) 2007",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200118,1,,Flat,2000,"MDN","	WEST END BOWLING CLUB MDN",10000.00,13:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",9,"Fine",316160,8,2,"Jayperno","5","m",56.50,5,2.10.11,0.38.80,4.60," ","Tina Egan","Stratford",13.80,0.00,250.00,"Leah Hemi",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit",186666,"FALTAAT (USA) 1990",204368,"IT'S MY TIME (AUS) 1997",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200123,2,,Flat,1100,"MDN 3YO","NULOOK ALUMINIUM MDN",10000.00,14:12:00,"N",,"3yo","Maiden","unrestricted","sw","Heavy",10,"Fine",346131,1,3,"Thewayyoumademe","3","g",57.50,5,1.07.77,0.37.49,8.40," ","Lydia Pickford","Hunterville",24.60,0.00,250.00,"Robert Hannam",57.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Side Winkers (1st time), Nasal Strip",278342,"THEWAYYOUARE (USA) 2005",263294,"SOLA GRATIA (AUS) 2007",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200123,2,,Flat,1100,"MDN 3YO","NULOOK ALUMINIUM MDN",10000.00,14:12:00,"N",,"3yo","Maiden","unrestricted","sw","Heavy",10,"Fine",351558,2,1,"Foo An Songs (AUS)","3","c",57.50,2,1.07.28,0.37.44,5.50," 1/2 LEN","Shane Crawford","Cambridge",4.80,1.60,2000.00,"Jason Waddell",57.50,0.00,47,0,0,"Approved Plates, Lugging Bit",301393,"FOXWEDGE (AUS) 2008",207984,"GOLDEN SPARKLE (NZ) 1999",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200123,2,,Flat,1100,"MDN 3YO","NULOOK ALUMINIUM MDN",10000.00,14:12:00,"N",,"3yo","Maiden","unrestricted","sw","Heavy",10,"Fine",354406,4,4,"Whatacracker","3","g",57.50,4,1.07.75,0.37.47,8.30," 1/2 HEAD","Peter Lock","Te Aroha",16.60,0.00,500.00,"Temyia Taiaroa",53.50,4.00,47,0,0,"Approved Plates, Lugging Bit",304111,"SWEET ORANGE (USA) 2007",263738,"CRACKER (NZ) 2008",
47395,2018-12-06,4,"Pukekura Raceway","Industry","Race","Taranaki RI","TARANAKI RI 6 DEC","Slow",9,"Fine","True | 16mm Rain Overnight",200123,2,,Flat,1100,"MDN 3YO","NULOOK ALUMINIUM MDN",10000.00,14:12:00,"N",,"3yo","Maiden","unrestricted","sw","Heavy",10,"Fine",346547,5,5,"Broadway Brawler","3","c",57.50,6,1.07.84,0.37.36,8.80," ","Janelle Millar","New Plymouth",25.20,0.00,0.00,"Rosie Myers",57.50,0.00,45,0,0,"Approved Plates, Standard Bit",211629,"PINS (AUS) 1996",190557,"HEARTACHE (NZ) 1996",
