<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",346690,1,8,"Highly Unlikely","5","g",59.00,4,1.55.06,0.36.13,3.30," 1 1/4 LEN","Shane Kennedy & Anna Furlong","Riccarton Park",6.00,0.00,400.00,"Daniel Bothamley",59.00,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",287689,"MAKFI (GB) 2007",181683,"CLIPJOINT (NZ) 1995",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",343152,2,11,"Harry Hewitt","5","g",58.50,11,1.55.84,0.36.65,8.70," ","Jamie Bullard","Riccarton Park",27.20,0.00,200.00,"Lee Callaway",58.50,0.00,61,0,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",232838,"NO EXCUSE NEEDED (GB) 1998",253242,"DIANA (NZ) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",356948,3,12,"Leitrim Lad","4","g",58.00,1,1.54.57,0.35.86,," 2 1/2 LEN","Eamonn Green","Pukekohe Park",15.70,3.60,5800.00,"Terry Moseley",58.00,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",286239,"LIA (NZ) 2010",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",350927,4,1,"Monash","5","g",58.00,2,1.54.93,0.36.02,2.50," NECK","Daniel Champion & Kezia Murphy","Riccarton Park",11.70,3.10,1500.00,"Tina Comignaghi",58.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Side Winkers",276923,"BATTLE PAINT (USA) 2004",226864,"NOBEL (NZ) 2002",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",350415,5,6,"Miss Curious","5","m",57.50,6,1.55.33,0.35.68,5.10," ","Steven Woodsford","Rangiora",4.50,0.00,200.00,"Racha Cuneen",57.50,0.00,63,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nose Band, Shadow Roll",241392,"NOM DU JEU (NZ) 2004",230399,"JUST CURIOUS (NZ) 2002",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",337721,6,5,"Letsbringiton (AUS)","6","g",57.00,10,1.55.75,0.36.17,8.20," ","John & Karen Parsons","Balcairn",7.10,0.00,200.00,"Chris Johnson",57.00,0.00,58,0,0,"Approved Plates, Lugging Bit, Blinkers - 1 cup N/S, Tongue Tie",271315,"SEBRING (AUS) 2005",336745,"MYSTIC FLIGHT (AUS) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",353185,7,4,"Cannoli","4","m",56.50,3,1.54.98,0.35.79,2.80," 1/2 LEN","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",3.40,1.50,700.00,"Samantha Wynne",56.50,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers",300453,"ATLANTE (AUS) 2010",286863,"CUTLUSE (NZ) 2010",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",320596,8,2,"Friday Knight","7","g",55.50,9,1.55.64,0.36.28,7.40," ","Mel & Warwick Coles","Timaru",59.80,0.00,200.00,"Corey Campbell",54.50,1.00,55,0,0,"Approved Plates, Lugging Bit, Bandages (1st time), Tongue Tie",256540,"CECCONI (AUS) 2004",288071,"DEFIANCE (AUS) 2007",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",338213,9,9,"Holy Loch (AUS)","6","g",55.50,12,1.56.19,0.36.62,11.00," ","Brett Inglis","Timaru",57.80,0.00,200.00,"Sanu Toolooa",52.50,3.00,55,0,0,"Approved Plates, Lugging Bit, Blinkers",313386,"ROTHESAY (AUS) 2006",192903,"JOAN'S BEST (AUS) 1996",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",326139,10,3,"Villeret","7","g",55.50,8,1.55.53,0.36.92,6.60," ","Sharon Robertson","Riccarton Park",41.20,0.00,200.00,"Courtney Barnes",55.50,0.00,55,0,0,"Approved Plates, Lugging Bit, Side Winkers on, Tongue Tie",287687,"SHOWCASING (GB) 2007",244152,"BLANCPAIN (NZ) 2003",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",349642,11,7,"Lady Verawood","5","m",55.00,7,1.55.35,0.35.93,5.30," ","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",10.10,0.00,200.00,"Kavish Chowdhoory",54.00,1.00,58,0,0,"Approved Plates, Lugging Bit, Blinkers",301937,"REDWOOD (GB) 2006",255689,"LADY VERIFY (AUS) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209090,4,,Flat,1800,"Rating 65 Benchmark*","RURAL TRANSPORT HANDICAP R65 1800",10000.00,15:03:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Dead",4,"Fine",303420,12,10,"Lady Byron","8","m",54.00,5,1.55.25,0.36.10,4.60," ","Danny Frye","Balcairn",37.00,0.00,200.00,"Akshay Balloo",54.00,0.00,55,0,0,"Approved Plates, Tongue Control Bit, Visor Blinkers",216831,"HOWBADDOUWANTIT (USA) 1995",211276,"LADY COLLEEN (NZ) 1999",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",352436,1,8,"Eisenhower","5","g",58.50,2,1.54.48,0.36.60,0.20," NECK","Bruce Tapper","Timaru",9.70,3.00,1500.00,"Gosen Jogoo",58.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",238720,"EKRAAR (USA) 1997",266977,"EYE FOR FASHION (NZ) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",357864,2,12,"Zakunda","4","g",58.50,1,1.54.46,0.38.06,," HEAD","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",3.80,1.70,5800.00,"Kavish Chowdhoory",57.50,1.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers",313564,"RELIABLE MAN (GB) 2008",222438,"ZARIA (NZ) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",328964,3,5,"Mr Fahrenheit","6","g",58.50,11,1.55.40,0.37.95,6.50," ","Stephanie Clark","Timaru",11.70,0.00,200.00,"Sanu Toolooa",55.50,3.00,51,0,0,"Approved Plates, Lugging Bit, Side Winkers",226925,"ZED (NZ) 2002",223420,"RITES OF SPRING (NZ) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",356740,4,3,"Lancaster Park","4","g",58.50,7,1.55.13,0.38.13,4.60," ","Ross Beckett","Yaldhurst",16.40,0.00,200.00,"Terry Moseley",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",265282,"OCEAN PARK (NZ) 2008",229440,"BEYOND (NZ) 2002",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",356947,5,7,"Patsys Lad","4","g",58.50,8,1.55.18,0.37.33,4.90," ","Eamonn Green","Pukekohe Park",12.20,0.00,200.00,"Lee Callaway",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",248656,"TAVISTOCK (NZ) 2005",258738,"PATSY O'REILLY (NZ) 2007",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",363251,6,9,"Speights","4","g",58.50,3,1.54.54,0.37.83,0.50," 3/4 LEN","Brian & Shane Anderton","Wingatui",33.80,7.60,700.00,"Corey Campbell",57.50,1.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",324908,"JAKKALBERRY (IRE) 2006",246678,"LONHRIELLE (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",376215,7,1,"La Forza","3","g",57.00,10,1.55.32,0.38.23,6.00," ","Andrew Carston","Riccarton Park",57.00,0.00,200.00,"Jacob Lowry",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",313325,"POWER (GB) 2009",263904,"BLACK STOCKINGS (NZ) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",347363,8,6,"Miss Tavi","5","m",56.50,5,1.54.84,0.38.19,2.60," ","Lyn Prendergast","West Melton",4.30,0.00,200.00,"Courtney Barnes",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Blinkers",248656,"TAVISTOCK (NZ) 2005",247115,"QUI VIVRA VERRA (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",349022,9,2,"Turn Your Eyes","5","m",56.50,6,1.55.07,0.37.61,4.10," ","John & Karen Parsons","Balcairn",9.10,0.00,200.00,"Tina Comignaghi",56.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Tongue Tie",247999,"EL HERMANO (NZ) 2005",259781,"EYES ON THE STAR (NZ) 2007",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",345204,10,11,"Road To Diamonds","5","m",56.50,9,1.55.29,0.38.86,5.70," ","John & Karen Parsons","Balcairn",9.70,0.00,200.00,"Krishna Mudhoo",56.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Side Winkers, Boots, Cheek Burrs, Tongue Tie",278260,"ROAD TO ROCK (AUS) 2004",232311,"SHEZASWEETIE (AUS) 2002",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",364782,11,10,"Fiorano (AUS)","4","m",56.50,12,1.55.50,0.37.92,7.30," ","Andrew Carston","Riccarton Park",37.20,0.00,200.00,"Samantha Wynne",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",364784,"VERRAZANO (USA) 2010",364783,"READY DIVA (AUS) 2009",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",210790,5,,Flat,1800,"MDN","BENMORE MERINOS MDN 1800",10000.00,15:37:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",344101,12,4,"Hey Soul Sister","5","m",56.50,4,1.54.67,0.38.32,1.30," 1 1/4 LEN","Robbie Holmes","Amberley",13.20,0.00,400.00,"Chris Johnson",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers on",248656,"TAVISTOCK (NZ) 2005",283003,"ZENDAYA (NZ) 2010",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",361865,1,3,"El Gladiador","4","g",60.50,5,1.26.34,0.36.73,4.10," ","John & Karen Parsons","Balcairn",3.40,0.00,220.00,"Meghann Gestain",56.50,4.00,75,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",338027,"GHIBELLINES (AUS) 2011",237704,"QUERELLA (NZ) 2003",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",349027,2,5,"Final Savings","5","g",58.50,8,1.26.68,0.36.35,6.50," ","John & Karen Parsons","Balcairn",6.60,0.00,220.00,"Gosen Jogoo",58.50,0.00,70,0,0,"Approved Plates, Lugging Bit, Side Winkers",238456,"SAVABEEL (AUS) 2001",259778,"FINAL TOUCH (NZ) 2007",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",364582,3,2,"Meara Mary","5","m",57.50,7,1.26.51,0.35.78,5.20," ","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",6.90,0.00,220.00,"Wesley Papier",53.50,4.00,71,0,0,"Approved Plates, Lugging Bit, Bandages, Cheek Burrs (1st time)",300392,"ECHOES OF HEAVEN (AUS) 2007",231431,"DIVINE PROPORTION (NZ) 2002",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",344066,5,1,"Express Rip","5","g",56.50,6,1.26.40,0.36.49,4.40," ","Neil Coulbeck","Leithfield",5.40,0.00,220.00,"Samantha Wynne",56.50,0.00,67,0,0,"Approved Plates, Tongue Control Bit, Blinkers",287683,"RIP VAN WINKLE (IRE) 2006",241443,"SAFARI SUNSET (NZ) 2004",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",335630,6,7,"Hunter Villain","6","g",56.50,2,1.25.78,0.35.77,0.20," 1 1/4 LEN","Andrew Carston","Riccarton Park",5.80,1.90,1650.00,"Jacob Lowry",56.50,0.00,67,50,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",230462,"DARCI BRAHMA (NZ) 2002",217206,"TATTINGER (NZ) 2000",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",362320,7,4,"The Buffer","4","g",56.50,3,1.25.97,0.35.75,1.50," 1/2 HEAD","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",15.60,3.30,770.00,"Terry Moseley",56.50,0.00,67,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nose Band",313564,"RELIABLE MAN (GB) 2008",220580,"WAHAHA (NZ) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",344359,9,8,"Severine","5","m",55.00,1,1.25.75,0.35.95,," HEAD","Andrew Carston","Riccarton Park",7.00,2.10,6380.00,"Chris Johnson",55.00,0.00,68,0,0,"Approved Plates, Lugging Bit, Blinkers",211629,"PINS (AUS) 1996",265065,"PARIS CARVER (NZ) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209089,6,,Flat,1400,"Rating 74 Benchmark","COUPLANDS BAKERIES HANDICAP R74 1400",11000.00,16:12:00,"N",54.00,"Unrestricted","Rating 74","unrestricted","hcp","Dead",4,"Fine",320230,12,6,"Tuilana","7","m",54.00,4,1.25.98,0.35.69,1.60," 2 1/2 LEN","Neil Coulbeck","Leithfield",26.90,0.00,440.00,"Tina Comignaghi",54.00,0.00,66,0,0,"Approved Plates, Standard Bit",287687,"SHOWCASING (GB) 2007",247227,"VALDERAMA (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",338802,1,2,"Enzo's Lad (AUS)","8","g",62.00,2,1.26.27,0.35.39,2.50," NOSE","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",5.30,1.90,3750.00,"Kavish Chowdhoory",61.00,1.00,100,0,0,"Approved Plates, Lugging Bit, Blinkers",227849,"TESTA ROSSA (AUS) 1996",278565,"SHEERAMA (AUS) 2001",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",304702,3,3,"El Bee Darci","8","g",54.00,4,1.26.28,0.35.70,2.70," 1 3/4 LEN","Russell McKay & Ashley Harrington","Riccarton Park",7.50,0.00,1000.00,"Rohan Mudhoo",52.00,2.00,83,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",230462,"DARCI BRAHMA (NZ) 2002",278931,"CANYON YODELER (USA) 2006",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",317290,4,1,"Carson River","7","g",54.00,1,1.25.92,0.34.98,," 2 1/2 LEN","Michael & Matthew Pitman","Yaldhurst, Riccarton Park",3.90,1.60,14500.00,"Samantha Wynne",54.00,0.00,79,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",278540,"UGLY BETTY (AUS) 2004",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",324658,6,8,"Tellyawhat","7","g",54.00,6,1.26.60,0.35.63,5.00," ","John Blackadder","Rangiora",7.30,0.00,500.00,"Brett Murray",54.00,0.00,73,0,0,"Approved Plates, Lugging Bit, Blinkers, Bandages, Tongue Tie",302210,"DALGHAR (FR) 2006",246307,"TUDOR PARK (NZ) 2005",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",325760,7,6,"Manhattan Flame (AUS)","7","g",54.00,5,1.26.54,0.35.43,4.50," ","Bruce Tapper","Timaru",9.20,0.00,500.00,"Rahul Beeharry",51.00,3.00,70,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",287812,"MANHATTAN RAIN (AUS) 2006",325761,"FLAME OF LANKA (AUS) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",356785,9,4,"Riverfalls","4","m",54.00,7,1.26.60,0.35.49,5.10," ","Paul Harris","Rangiora",14.10,0.00,500.00,"Courtney Barnes",54.00,0.00,69,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",271956,"SACRED FALLS (NZ) 2009",264990,"TOSS UP (NZ) 2008",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",363983,10,7,"Zelenski","4","g",54.00,3,1.26.28,0.35.73,2.60," NOSE","Ken Rae & Krystal Williams-Tuhoro","Ruakaka",6.10,2.10,1750.00,"Terry Moseley",54.00,0.00,68,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Nasal Strip",287450,"SHOCKING (AUS) 2005",213393,"GRACE DE SOIR (NZ) 2000",
49636,2020-12-30,6,"Kurow","Industry","Race","Kurow JC","KUROW 30 DEC","Dead",4,"Fine","True | No Rain Last 24hrs",209087,7,,Flat,1400,"OPN HCP","PGG WRIGHTSON KUROW CUP",25000.00,16:50:00,"N",54.00,"Unrestricted","Open","unrestricted","hcp","Dead",4,"Fine",344407,11,5,"Monkey Shoulder","5","g",54.00,8,1.26.82,0.35.49,6.60," ","John & Karen Parsons","Balcairn",7.60,0.00,500.00,"Tina Comignaghi",54.00,0.00,67,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",238456,"SAVABEEL (AUS) 2001",249911,"GRACIE ROSE (NZ) 2005",
